,year,tri_facility_id,facility_name,street_address,city,county,st,zip,bia_code,tribe,latitude,longitude,federal_facility,primary_sic,sic_2,sic_3,sic_4,sic_5,sic_6,primary_naics,naics_2,naics_3,naics_4,naics_5,naics_6,doc_ctrl_num,chemical,cas_compound_id,clean_air_act_chemical,classification,metal,metal_category,carcinogen,form_type,unit_of_measure,n_5_1_fugitive_air,n_5_2_stack_air,n_5_3_water,n_5_4_1_underground_class_i,n_5_4_2_underground_class_ii_v,n_5_5_1a_rcra_c_landfills,n_5_5_1b_other_landfills,n_5_5_2_land_treatment,n_5_5_3_surface_impoundment,n_5_5_3a_rcra_c_surface_impoundment,n_5_5_3b_other_surface_impoundment,n_5_5_4_other_disposal,on_site_release_total,n_6_1_potw_metals_and_metal_compounds,n_6_1_potw_non_metals,n_6_1_potw_total_transfers,n_6_2_m10,n_6_2_m41,n_6_2_m62,n_6_2_m71,n_6_2_m81,n_6_2_m82,n_6_2_m72,n_6_2_m63,n_6_2_m66,n_6_2_m67,n_6_2_m64,n_6_2_m65,n_6_2_m73,n_6_2_m79,n_6_2_m90,n_6_2_m94,n_6_2_m99,off_site_release_total,n_6_2_m20,n_6_2_m24,n_6_2_m26,n_6_2_m28,n_6_2_m93,off_site_recycled_total,n_6_2_m56,n_6_2_m92,off_site_recovery_total,n_6_2_m40,n_6_2_m50,n_6_2_m54,n_6_2_m61,n_6_2_m69,n_6_2_m95,off_site_treated_total,total_releases,n_8_1_releases,n_8_1a_on_site_contained_releases,n_8_1b_on_site_other_releases,n_8_1c_off_site_contained_releases,n_8_1d_off_site_other_releases,n_8_2_energy_recovery_on_site,n_8_3_energy_recovery_off_site,n_8_4_recycling_on_site,n_8_5_recycling_off_site,n_8_6_treatment_on_site,n_8_7_treatment_off_site,production_waste_8_1_thru_8_7,n_8_8_one_time_release,n_8_9_production_ratio,parent_company_name,parent_company_db_number,serialid,geoid
471,2013,13478SDFNS5449W,US DOD DFSP VERONA,5449 W MAIN ST,VERONA,ONEIDA,NY,13478,,,43.12776,-75.58848,YES,,,,,,,424710,493190,928110,,,,1313211124159,NAPHTHALENE,91203,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.12,US DEPARTMENT OF DEFENSE,,472,360659401002063
472,2013,14701STKTC57LIS,SUIT-KOTE JAMESTOWN,57 LISTER ST,JAMESTOWN,CHAUTAUQUA,NY,14701,,,42.10354,-79.2621,NO,,,,,,,324121,,,,,,1313211165422,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0.0156108,0,0,0,0,0,0,0,0,0,0,0.0156108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156108,0,0,0.0156108,0,0,0,0,0,0,0,0,0.0156108,,1.34,SUIT-KOTE CORP,,473,360130303002071
473,2013,13827BMSYSROUTE,LOCKHEED MARTIN MST,1801 STATE RT 17C,OWEGO,TIOGA,NY,138273998,,,42.09544,-76.22401,NO,,,,,,,334511,541512,333318,334111,,,1313211498276,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",7647010,YES,TRI,NO,0,NO,R,Pounds,250,1403,0,0,0,0,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,0,1653,0,0,0,0,0,0,0,0,1653,,1.02,LOCKHEED MARTIN CORP,834951691,474,361070203003022
474,2013,12801FNCHP1GLEN,FINCH PAPER  LLC,1 GLEN ST,GLENS FALLS,WARREN,NY,12801,,,43.307202,-73.639237,NO,,,,,,,322121,322110,,,,,1313211581590,AMMONIA,7664417,NO,TRI,NO,0,NO,R,Pounds,250,15472,13955,0,0,0,0,0,0,0,0,0,29677,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30259,0,0,29677,582,0,0,0,0,0,272715,0,302974,,0.95,FINCH PAPER HOLDINGS,,475,361130705002027
475,2013,14701STKTC57LIS,SUIT-KOTE JAMESTOWN,57 LISTER ST,JAMESTOWN,CHAUTAUQUA,NY,14701,,,42.10354,-79.2621,NO,,,,,,,324121,,,,,,1313211165434,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0,0.41,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0.41,,1.34,SUIT-KOTE CORP,,476,360130303002071
476,2013,12801FNCHP1GLEN,FINCH PAPER  LLC,1 GLEN ST,GLENS FALLS,WARREN,NY,12801,,,43.307202,-73.639237,NO,,,,,,,322121,322110,,,,,1313211581739,METHANOL,67561,YES,TRI,NO,0,NO,R,Pounds,12760,68652,5285,0,0,0,0,0,0,0,0,0,86697,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,0,0,0,0,0,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88551,0,0,86697,1854,0,0,0,0,0,2642279,0,2730830,,0.94,FINCH PAPER HOLDINGS,,477,361130705002027
477,2013,13478SDFNS5449W,US DOD DFSP VERONA,5449 W MAIN ST,VERONA,ONEIDA,NY,13478,,,43.12776,-75.58848,YES,,,,,,,424710,493190,928110,,,,1313211124108,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.12,US DEPARTMENT OF DEFENSE,,478,360659401002063
478,2013,12801FNCHP1GLEN,FINCH PAPER  LLC,1 GLEN ST,GLENS FALLS,WARREN,NY,12801,,,43.307202,-73.639237,NO,,,,,,,322121,322110,,,,,1313211581665,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,YES,Dioxin,NO,0,NO,R,Grams,0,0.2977786,0,0,0,0,0,0,0,0,0,0,0.2977786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3939,0,0,0,0,0,0,0.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6917,0,0,0.2978,0.3939,0,0,0,0,0,0,0,0.6917,,0.95,FINCH PAPER HOLDINGS,,479,361130705002027
479,2013,12801FNCHP1GLEN,FINCH PAPER  LLC,1 GLEN ST,GLENS FALLS,WARREN,NY,12801,,,43.307202,-73.639237,NO,,,,,,,322121,322110,,,,,1313211581689,FORMIC ACID,64186,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949619,0,949619,,0.95,FINCH PAPER HOLDINGS,,480,361130705002027
480,2013,12118PLYSTUPPER,POLYSET CO INC,65 HUDSON AVE,MECHANICVILLE,SARATOGA,NY,12118,,,42.92946,-73.72231,NO,,,,,,,325520,,,,,,1313211676642,DIISOCYANATES,N120,YES,TRI,NO,0,NO,R,Pounds,3.49,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,1061,1267.49,0,0,3.49,0,1264,0,0,0,0,0,1061,2328.49,,0.96,,,481,360910620003014
481,2013,12832NRTNCONESE,SAINT-GOBAIN PERFORMANCE PLASTICS,1 SEALANTS PARK,GRANVILLE,WASHINGTON,NY,12832,,,43.397645,-73.253734,NO,,,,,,,326199,,,,,,1313211434422,DIISOCYANATES,N120,YES,TRI,NO,0,NO,R,Pounds,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,110,0,144,,1,SAINT-GOBAIN CORP,782731848,482,361150840003054
482,2013,12202MBLLL50CHU,GLOBAL COS LLC ALBANY TERMINAL,50 CHURCH ST,ALBANY,ALBANY,NY,12202,,,42.6315,-73.755333,NO,,,,,,,424710,,,,,,1313211649898,CUMENE,98828,YES,TRI,NO,0,NO,R,Pounds,0.5,6,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,6.5,0,0,0,0,0,0,0,0,6.5,0,1.14,GLOBAL COS LLC,19177757,483,360010026004001
483,2013,1461WRCHST681RI,ROCHESTER SILVER WORKS LLC,725 W RIDGE RD,ROCHESTER,MONROE,NY,14615,,,43.202435,-77.644508,NO,,,,,,,331492,331419,,,,,1313211656689,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0.21,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,2743.89,0,0,0,2743.89,0,0,0,0,0,0,0,0,0,0,23.41,0,0,0.21,0,23.2,0,0,0,2743.89,0,0,2767.3,,0.99,,,484,360550018005000
484,2013,13202BYRND240ON,BYRNE DAIRY,240 ONEIDA ST,SYRACUSE,ONONDAGA,NY,13202,,,43.041951,-76.153854,NO,,,,,,,311511,,,,,,1313211686530,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40883,40883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40883,40883,,0.86,,,485,360670042002005
485,2013,1461WRCHST681RI,ROCHESTER SILVER WORKS LLC,725 W RIDGE RD,ROCHESTER,MONROE,NY,14615,,,43.202435,-77.644508,NO,,,,,,,331492,331419,,,,,1313211656715,SILVER COMPOUNDS,N740,NO,TRI,YES,1,NO,R,Pounds,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009,0,15688,0,0,0,15688,0,0,0,0,0,0,0,0,0,0,3031,0,0,22,0,3009,0,0,0,15688,0,0,18719,,0.99,,,486,360550018005000
486,2013,11696MBLLN464DO,GLOBAL COS LLC INWOOD TERMINAL,464 DOUGHTY BLVD,INWOOD,NASSAU,NY,11096,,,40.625694,-73.745694,NO,,,,,,,424710,,,,,,1313211404520,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,195.21,280.14,4.7,0,0,0,0,0,0,0,0,0,480.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,235,0,0,0,0,0,0,0,620,620,0,0,0,0,0,0,0,715.05,0,0,417.84,0,197,0,0,0,0,1950,0,2564.84,720.21,0.85,GLOBAL COS LLC,19177757,487,360594110001012
487,2013,14072XYCHM2801L,ISLECHEM LLC,2801 LONG RD,GRAND ISLAND,ERIE,NY,14072,,,43.04848,-78.99699,NO,,,,,,,325199,,,,,,1313211425208,3-CHLORO-2-METHYL-1-PROPENE,563473,NO,TRI,NO,0,YES,R,Pounds,200,6,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9630,0,0,0,0,9630,206,0,0,206,0,0,0,0,0,0,0,9630,9836,,,,,488,360290073024011
488,2013,1413WSNBRN2186C,SANBORN PLANT,2186 CORY DR,SANBORN,NIAGARA,NY,14132,,,43.13023,-78.9322,NO,,,,,,,327320,,,,,,1313211320294,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,6.55,0,0,0,0,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,0,6.55,0,0,0,0,0,0,0,0,6.55,,1,UNITED MATERIALS LLC,,489,360630227112005
489,2013,13615FBRMRBRIDG,FIBERMARK NA INC,BRIDGE ST,BROWNVILLE,JEFFERSON,NY,13615,,,44.00058,-75.9815,NO,,,,,,,322121,,,,,,1313211165143,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FIBERMARK N.A. INC,,490,360450616002068
490,2013,12118PLYSTUPPER,POLYSET CO INC,65 HUDSON AVE,MECHANICVILLE,SARATOGA,NY,12118,,,42.92946,-73.72231,NO,,,,,,,325520,,,,,,1313211676630,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,40.8,4824,0,0,0,0,0,0,0,0,0,0,4864.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,328,0,992,992,0,0,0,0,0,40.8,40.8,4864.8,0,0,4864.8,0,0,0,992,43394,328,0,40.8,49619.6,,0.96,,,491,360910620003014
491,2013,12202MBLLL50CHU,GLOBAL COS LLC ALBANY TERMINAL,50 CHURCH ST,ALBANY,ALBANY,NY,12202,,,42.6315,-73.755333,NO,,,,,,,424710,,,,,,1313211649999,N-HEXANE,110543,YES,TRI,NO,0,NO,R,Pounds,98,560,0.6,0,0,0,0,0,0,0,0,0,658.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,4,4,0,0,0,0,0,0,0,0,52,52,698.6,0,0,642.6,0,14,0,0,8186,0,145497,52,154391.6,46,1.13,GLOBAL COS LLC,19177757,492,360010026004001
492,2013,13478SDFNS5449W,US DOD DFSP VERONA,5449 W MAIN ST,VERONA,ONEIDA,NY,13478,,,43.12776,-75.58848,YES,,,,,,,424710,493190,928110,,,,1313211124122,ETHYLBENZENE,100414,YES,TRI,NO,0,NO,R,Pounds,4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,,1.12,US DEPARTMENT OF DEFENSE,,493,360659401002063
493,2013,11696MBLLN464DO,GLOBAL COS LLC INWOOD TERMINAL,464 DOUGHTY BLVD,INWOOD,NASSAU,NY,11096,,,40.625694,-73.745694,NO,,,,,,,424710,,,,,,1313211403845,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,GLOBAL COS LLC,19177757,494,360594110001012
494,2013,12801FNCHP1GLEN,FINCH PAPER  LLC,1 GLEN ST,GLENS FALLS,WARREN,NY,12801,,,43.307202,-73.639237,NO,,,,,,,322121,322110,,,,,1313211581602,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0.16,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0.16,1.46,0,0,0,0,0,0,0,1.62,,1.02,FINCH PAPER HOLDINGS,,495,361130705002027
495,2013,13827BMSYSROUTE,LOCKHEED MARTIN MST,1801 STATE RT 17C,OWEGO,TIOGA,NY,138273998,,,42.09544,-76.22401,NO,,,,,,,334511,541512,333318,334111,,,1313211498302,NITRIC ACID,7697372,NO,TRI,NO,0,NO,R,Pounds,250,303,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,0,0,0,1913,553,0,0,553,0,0,0,0,0,0,19229,1913,21695,,1.02,LOCKHEED MARTIN CORP,834951691,496,361070203003022
496,2013,13478SDFNS5449W,US DOD DFSP VERONA,5449 W MAIN ST,VERONA,ONEIDA,NY,13478,,,43.12776,-75.58848,YES,,,,,,,424710,493190,928110,,,,1313211124110,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,R,Pounds,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0.87,US DEPARTMENT OF DEFENSE,,497,360659401002063
497,2013,14107CWMCH1550B,CWM CHEMICAL SERVICES LLC,1550 BALMER RD,MODEL CITY,NIAGARA,NY,14107,,,43.22781,-78.971889,NO,,,,,,,562211,,,,,,1313211002795,BARIUM COMPOUNDS,N040,NO,TRI,NO,3,NO,R,Pounds,0,0,7.6,0,0,78400,0,0,0,0,0,0,78407.6,0,0,0,0,0,0,0,0,6,0,0,0,0,385,368,0,0,2,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79168.6,0,78400,7.6,753,8,0,0,0,0,0,0,79168.6,,0.64,WASTE MANAGEMENT INC,194672085,498,360630245023036
498,2013,11231MRDHS722CT,BUCKEYE TERMINALS LLC - BROOKLYN TERMINAL,722 CT ST,BROOKLYN,KINGS,NY,11231,,,40.668894,-74.002438,NO,,,,,,,493190,,,,,,1313211021833,N-HEXANE,110543,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.99,BUCKEYE TERMINALS LLC,112569892,499,360470053001044
499,2013,14527RMCST118MN,REMEE CASTING,118 MONELL ST,PENN YAN,YATES,NY,14527,,,42.65634,-77.05824,NO,,,,,,,326199,,,,,,1313211153465,STYRENE,100425,YES,TRI,NO,0,YES,R,Pounds,851,2552,0,0,0,0,0,0,0,0,0,0,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,0,0,3403,0,0,0,0,0,0,0,0,3403,,0.88,ROTO SALT,,500,361231505004012
500,2013,12150SCHNC1000M,SI GROUP INC,1000 MAIN ST,ROTTERDAM JUNCTION,SCHENECTADY,NY,12150,,,42.860644,-74.025053,NO,,,,,,,325211,,,,,,1313211628918,FORMALDEHYDE,50000,YES,TRI,NO,0,YES,R,Pounds,1759,732,288,0,0,0,0,0,0,0,0,0,2779,0,2916,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,10658,1658,12316,0,0,91,0,0,0,91,2813,0,0,2779,0,267.28,0,12316,0,0,172262,2773.72,190398,,0.94,SI GROUP INC,146710330,501,360930326021046
501,2013,12801GRFFT27PAR,STERIGENICS US LLC - QUEENSBURY NY FACILITY,84 PARK RD,QUEENSBURY,WASHINGTON,NY,12804,,,43.3492,-73.59934,NO,,,,,,,561910,,,,,,1313211214679,ETHYLENE OXIDE,75218,YES,TRI,NO,0,YES,R,Pounds,163,219,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,378,0,0,0,0,0,0,317855,0,318233,4,0.97,STERIGENICS U.S. LLC,98499569,502,361150803002006
502,2013,12603MRCMF55PAG,MARCO MANUFACTURING,55 PAGE PARK DR,POUGHKEEPSIE,DUTCHESS,NY,12603,,,41.68761,-73.87139,NO,,,,,,,334418,,,,,,1313210901967,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,384,0,0,621,,1.37,,,503,360271402005008
503,2013,14527TRNSL1789T,FERRO ELECTRONIC MATERIALS,1789 TRANSELCO DR,PENN YAN,YATES,NY,14527,,,42.67579,-76.94419,NO,,,,,,,325180,,,,,,1313211281896,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,49,,1.4,FERRO CORP,4161477,504,361231501002001
504,2013,12150SCHNC1000M,SI GROUP INC,1000 MAIN ST,ROTTERDAM JUNCTION,SCHENECTADY,NY,12150,,,42.860644,-74.025053,NO,,,,,,,325211,,,,,,1313211628894,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,R,Pounds,0,22,14,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6759,10912,17671,0,0,0,0,0,0,0,36,0,0,36,0,0,0,17671,0,0,1978,0,19685,,0.94,SI GROUP INC,146710330,505,360930326021046
505,2013,10454CSTLL939E1,CASTLE OIL PORT MORRIS INC,939 E 138TH ST,BRONX,BRONX,NY,10454,,,40.80155,-73.90631,NO,,,,,,,424710,,,,,,1313211024144,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0.4,,,CASTLE OIL CO,144135639,506,360050019004004
506,2013,1460WXLSGS8LEER,EXELIS GEOSPATIAL SYSTEMS,800 LEE RD,ROCHESTER,MONROE,NY,14606,,,43.18175,-77.68054,NO,,,,,,,333314,,,,,,1313211605427,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,487.76,0,0,0,0,0,0,0,0,0,0,487.76,0,0,0,0,487.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.52,0,0,487.76,0,487.76,0,0,0,0,0,0,975.52,,,,,507,360550141041007
507,2013,12832NRTNCONESE,SAINT-GOBAIN PERFORMANCE PLASTICS,1 SEALANTS PARK,GRANVILLE,WASHINGTON,NY,12832,,,43.397645,-73.253734,NO,,,,,,,326199,,,,,,1313211434434,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,788,494,0,0,0,0,0,0,0,0,0,0,1282,0,6061,6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,0,969,0,0,0,0,0,0,0,1282,0,0,1282,0,0,0,969,0,0,16476,6061,24788,,1.1,SAINT-GOBAIN CORP,782731848,508,361150840003054
508,2013,11222MTRTR498KI,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,,,40.73385,-73.943,NO,,,,,,,424710,,,,,,1313211193913,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,28.76,68.9,0.19,0,0,0,0,0,0,0,0,0,97.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.85,0,0,97.85,0,0,0,0,0,0,1819,0,1916.85,,0.88,,,509,360470579002011
509,2013,14150CHMCN3709R,UNIVAR USA INC - TONAWANDA NY,3709 RIVER RD,TONAWANDA,ERIE,NY,14150,,,42.97538,-78.931828,NO,,,,,,,424690,,,,,,1313211120961,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNIVAR USA INC,102971785,510,360290084002025
510,2013,12801FNCHP1GLEN,FINCH PAPER  LLC,1 GLEN ST,GLENS FALLS,WARREN,NY,12801,,,43.307202,-73.639237,NO,,,,,,,322121,322110,,,,,1313211581754,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0,0,1296045,0,0,0,0,0,0,0,0,0,1296045,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296069,0,0,1296045,24,0,0,0,0,0,0,0,1296069,,1.4,FINCH PAPER HOLDINGS,,511,361130705002027
511,2013,12801FNCHP1GLEN,FINCH PAPER  LLC,1 GLEN ST,GLENS FALLS,WARREN,NY,12801,,,43.307202,-73.639237,NO,,,,,,,322121,322110,,,,,1313211581703,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,118,112,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.6,0,0,230,39.6,0,0,0,0,0,0,0,269.6,,1.02,FINCH PAPER HOLDINGS,,512,361130705002027
512,2013,11222MTRTR498KI,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,,,40.73385,-73.943,NO,,,,,,,424710,,,,,,1313211193899,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0,0.19,0.002,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0.192,0,0,0,0,0,0,0.18,0,0.372,,1.32,,,513,360470579002011
513,2013,12150SCHNC1000M,SI GROUP INC,1000 MAIN ST,ROTTERDAM JUNCTION,SCHENECTADY,NY,12150,,,42.860644,-74.025053,NO,,,,,,,325211,,,,,,1313211628983,P-CRESOL,106445,YES,TRI,NO,0,NO,R,Pounds,0,8,0.01,0,0,0,0,0,0,0,0,0,8.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1267,1370,0,0,0,0,0,0,0,8.01,0,0,8.01,0,0,0,1370,0,0,1097,0,2475.01,,0.94,SI GROUP INC,146710330,514,360930326021046
