Toxic Release Inventory Chemicals
"QUINONE","106-51-4"
"QUINTOZENE","82-68-8"
"QUIZALOFOP-ETHYL","76578-14-8"
"RESMETHRIN","10453-86-8"
"S,S,S-TRIBUTYLTRITHIOPHOSPHATE","78-48-8"
"SACCHARIN","81-07-2"
"SAFROLE","94-59-7"
"SEC-BUTYL ALCOHOL","78-92-2"
"SELENIUM","7782-49-2"
"SELENIUM COMPOUNDS","SBP500"
"SETHOXYDIM","74051-80-2"
"SILVER","7440-22-4"
"SILVER COMPOUNDS","SDO000"
"SIMAZINE","122-34-9"
"SODIUM AZIDE","26628-22-8"
"SODIUM DICAMBA","1982-69-0"
"SODIUM DIMETHYLDITHIOCARBAMATE","128-04-1"
"SODIUM NITRITE","7632-00-0"
"SODIUM PENTACHLOROPHENATE","131-52-2"
"STRYCHNINE","57-24-9"
"STYRENE","100-42-5"
"STYRENE OXIDE","96-09-3"
"SULFURIC ACID","7664-93-9"
"SULFURYL FLUORIDE","2699-79-8"
"SULPROFOS","35400-43-2"
"TEBUTHIURON","34014-18-1"
"TEMEPHOS","3383-96-8"
"TERBACIL","5902-51-2"
"TERT-BUTYL ALCOHOL","75-65-0"
"2,2',6,6'-TETRABROMO-4,4'-ISOPROPYLIDENEDIPHENOL","79-94-7"
"1,1,2,2-TETRACHLORO-1-FLUOROETHANE","354-14-3"
"1,1,1,2-TETRACHLORO-2-FLUOROETHANE (HCFC-121A)","354-11-0"
"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN (TCDD)","1746-01-6"
"2,3,7,8-TETRACHLORODIBENZOFURAN","51207-31-9"
"1,1,1,2-TETRACHLOROETHANE","630-20-6"
"1,1,2,2-TETRACHLOROETHANE","79-34-5"
"TETRACHLOROETHYLENE","127-18-4"
"TETRACHLORVINPHOS","961-11-5"
"TETRACYCLINE HYDROCHLORIDE","64-75-5"
"TETRAMETHRIN","7696-12-0"
"THALLIUM","7440-28-0"
"THALLIUM COMPOUNDS","TEJ500"
"THIABENDAZOLE","148-79-8"
"THIOACETAMIDE","62-55-5"
"THIOBENCARB","28249-77-6"
"THIODICARB","59669-26-0"
"THIOPHANATE ETHYL","23564-06-9"
"THIOPHANATE-METHYL","23564-05-8"
"THIOSEMICARBAZIDE","79-19-6"
"THIOUREA","62-56-6"
"THIRAM","137-26-8"
"THORIUM DIOXIDE","1314-20-1"
"TITANIUM TETRACHLORIDE","7550-45-0"
"TOLUENE","108-88-3"
"TOLUENE DIISOCYANATE (MIXED ISOMERS)","26471-62-5"
"TOLUENE-2,4-DIISOCYANATE","584-84-9"
"TOLUENE-2,6-DIISOCYANATE","91-08-7"
"TRANS-1,3-DICHLOROPROPENE","10061-02-6"
"TRANS-1,4-DICHLORO-2-BUTENE","110-57-6"
"TRIADIMEFON","43121-43-3"
"TRIALLATE","2303-17-5"
"TRIAZIQUONE","68-76-8"
"TRIBENURON METHYL","101200-48-0"
"TRIBROMOMETHANE","75-25-2"
"TRIBUTYLTIN FLUORIDE","1983-10-4"
"TRIBUTYLTIN METHACRYLATE","2155-70-6"
"TRICHLORFON","52-68-6"
"TRICHLOROACETYL CHLORIDE","76-02-8"
"1,2,4-TRICHLOROBENZENE","120-82-1"
"1,1,2-TRICHLOROETHANE","79-00-5"
"1,1,1-TRICHLOROETHANE","71-55-6"
"TRICHLOROETHYLENE","79-01-6"
"TRICHLOROFLUOROMETHANE","75-69-4"
"2,4,6-TRICHLOROPHENOL","88-06-2"
"2,4,5-TRICHLOROPHENOL","95-95-4"
"1,2,3-TRICHLOROPROPANE","96-18-4"
"TRICLOPYR TRIETHYLAMMONIUM SALT","57213-69-1"
"TRIETHYLAMINE","121-44-8"
"1,1,1-TRIFLUORO-2,2-DICHLOROETHANE","306-83-2"
"TRIFLURALIN","1582-09-8"
"TRIFORINE","26644-46-2"
"1,2,4-TRIMETHYLBENZENE","95-63-6"
"2,4,4-TRIMETHYLHEXAMETHYLENE DIISOCYANATE","15646-96-5"
"2,2,4-TRIMETHYLHEXAMETHYLENE DIISOCYANATE","16938-22-0"
"2,3,5-TRIMETHYLPHENYL METHYLCARBAMATE","2655-15-4"
"2,4,6-TRINITROPHENOL","88-89-1"
"TRIPHENYLTIN CHLORIDE","639-58-7"
"TRIPHENYLTIN HYDROXIDE","76-87-9"
"TRIS(2,3-DIBROMOPROPYL) PHOSPHATE","126-72-7"
"TRYPAN BLUE","72-57-1"
"URETHANE","51-79-6"
"VANADIUM","7440-62-2"
"VANADIUM COMPOUNDS","VCZ000"
"VINCLOZOLIN","50471-44-8"
"VINYL ACETATE","108-05-4"
"VINYL BROMIDE","593-60-2"
"VINYL CHLORIDE","75-01-4"
"WARFARIN AND SALTS","81-81-2"
"XYLENE (MIXED ISOMERS)","1330-20-7"
"2,6-XYLIDINE","87-62-7"
"ZINC","7440-66-6"
"ZINC COMPOUNDS","ZFS000"
"ZINEB","12122-67-7"
