,Facility,Degrees,Clustering Coefficient,Betweeness,Closeness,Eigenvector,tri_facility_id,primary_naics,parent_company_name,Chemicals,Community
63,LOCKHEED MARTIN MST,88,0.548066875653,0.0168141436226,0.555891238671,0.0139496512917,13827BMSYSROUTE,334511,LOCKHEED MARTIN CORP,"['COPPER COMPOUNDS', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'LEAD COMPOUNDS', 'NITRIC ACID']",0
64,TITANX ENGINE COOLING INC,87,0.703020582732,0.01286293383,0.555891238671,0.00865782950684,14701BLCKS1111A,336390,,"['COPPER', 'LEAD']",4
65,ANOPLATE CORP,85,0.534453781513,0.0207391705625,0.55842185129,0.0101725844696,13204NPLTC459PU,332813,,"['LEAD COMPOUNDS', 'NITRATE COMPOUNDS', 'NITRIC ACID', 'TRICHLOROETHYLENE']",0
66,ROCHESTER SILVER WORKS LLC,84,0.570281124498,0.0148145876746,0.545994065282,0.0128763959007,1461WRCHST681RI,331492,,"['LEAD COMPOUNDS', 'NITRIC ACID', 'SILVER COMPOUNDS', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
67,MOTIVA LONG ISLAND TERMINAL,83,0.68439612107,0.0183176465662,0.549253731343,0.143405354573,11559MTVNT74EAV,424710,MOTIVA ENTERPRISES LLC,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'ETHYLBENZENE', 'N-HEXANE', 'STYRENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
68,CUTCO CUTLERY CORP,83,0.735821334117,0.011731005542,0.540381791483,0.00673233212605,14760LCSCT1116E,332215,CUTCO CORP,"['CHROMIUM', 'LEAD']",4
69,SYRACUSE ENERGY CORP,83,0.582427270056,0.0165073844371,0.546805349183,0.0230558155581,13204FBRTK56IND,221112,GDF SUEZ ENERGY N.A.,"['BARIUM COMPOUNDS', 'DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'LEAD COMPOUNDS', 'MANGANESE COMPOUNDS', 'MERCURY COMPOUNDS', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
70,VON ROLL USA INC,82,0.68051791629,0.0216157524098,0.548435171386,0.104250803061,12306NSLTNONECA,327999,VON ROLL AG,"['1,2,4-TRIMETHYLBENZENE', 'ETHYLBENZENE', 'MALEIC ANHYDRIDE', 'STYRENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
71,INDUSTRIAL FINISHING PRODUCTS,82,0.685034628124,0.0124224050516,0.557575757576,0.0697174049726,11208NDSTR465LO,325510,INDUSTRIAL FINISHING PRODUCTS,"['METHANOL', 'METHYL ISOBUTYL KETONE', 'N-BUTYL ALCOHOL', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
72,SUNOCO FULTON ETHANOL PLANT,82,0.684733514002,0.0123329722486,0.559270516717,0.0673450986698,1306WSNCFL376WE,325193,SUNOCO INC,"['ACETALDEHYDE', 'FORMALDEHYDE', 'METHANOL', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
73,NATIONAL GRID  NORTHPORT POWER STATION,81,0.81049382716,0.00948755200474,0.537226277372,0.036692867985,11768NRTHPWATER,221112,NATIONAL GRID USA,"['BENZO(G,H,I)PERYLENE', 'DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
74,PRIDE SOLVENT & CHEMICAL CO OF NY INC,81,0.663580246914,0.0122587360236,0.556732223903,0.0576662005592,11742PRDSL6LONG,424690,PRIDE SOLVENTS & CHEMICAL CO,"['DICHLOROMETHANE', 'METHANOL', 'N-HEXANE', 'TOLUENE']",1
75,SCHWEITZER-MAUDUIT INTERNATIONAL INC,81,0.81049382716,0.00948755200473,0.537226277372,0.036692867985,12502SCHWT2424R,322121,SCHWEITZER-MAUDUIT INTERNATIONAL INC,"['BENZO(G,H,I)PERYLENE', 'DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
76,REVERE COPPER PRODUCTS INC,80,0.544303797468,0.0148022217822,0.553383458647,0.0128646674643,13440RVRCPSENEC,331420,,"['COPPER COMPOUNDS', 'LEAD COMPOUNDS', 'NICKEL', 'ZINC COMPOUNDS']",0
77,REMINGTON ARMS CO INC,79,0.58747160013,0.0123917764051,0.551724137931,0.0108423327042,13357DPNTRCLARK,332994,REMINGTON ARMS CO INC,"['COPPER', 'LEAD COMPOUNDS', 'SODIUM NITRITE']",0
78,CYTEC OLEAN INC,79,0.676728334956,0.0137258031331,0.555052790347,0.0624003132197,14760CNPNC1405B,325211,CYTEC INDUSTRIES INC,"['DIISOCYANATES', 'MERCURY COMPOUNDS', 'N-METHYL-2-PYRROLIDONE', 'TOLUENE', 'TOLUENE-2,4-DIISOCYANATE', 'XYLENE (MIXED ISOMERS)']",1
79,PEROXYCHEM LLC,78,0.642690642691,0.0108798104551,0.538799414348,0.0116728500058,14150FMCCR37SAW,325180,PEROXYCHEM LLC,"['AMMONIA', 'LEAD COMPOUNDS', 'PERACETIC ACID']",0
80,GLOBAL COS LLC SOUTH TERMINAL,78,0.79020979021,0.0120876674784,0.545185185185,0.160956634921,12550SNCNC1184R,424710,GLOBAL COS LLC,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
81,GLOBAL COS LLC INWOOD TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,11696MBLLN464DO,424710,GLOBAL COS LLC,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'CUMENE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
82,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,78,0.79020979021,0.0123371065747,0.545185185185,0.166540753481,11747TSCPP586UN,424710,NIC HOLDING CORP,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'CYCLOHEXANE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
83,GLOBAL COS LLC ALBANY TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,12202MBLLL50CHU,424710,GLOBAL COS LLC,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'CUMENE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
84,BP PRODUCTS NA INC BROOKLYN TERMINAL,78,0.79020979021,0.0120876674784,0.545185185185,0.160956634921,11222MCLC0125AP,424710,BP PRODUCTS N.A. INC,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
85,STOLLBERG INC,78,0.80352980353,0.00970246040565,0.536443148688,0.00720769604392,14302STLLB4111W,327999,,"['ALUMINUM (FUME OR DUST)', 'LEAD', 'LITHIUM CARBONATE', 'MANGANESE']",4
86,GLOBAL COS LLC CARGO TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,12553WRXTR1096R,424710,GLOBAL COS LLC,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'CUMENE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'PROPYLENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
87,GLOBAL COS LLC NEWBURGH TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,12553MBLLN1281R,424710,GLOBAL COS LLC,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'CUMENE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
88,ROSS VALVE MANUFACTURING CO INC,77,0.604237867396,0.0120530814343,0.550074738416,0.0102595483923,12181RSSVL6OAKW,332919,,"['COPPER', 'LEAD COMPOUNDS']",0
89,POLYSET CO INC,77,0.858168147642,0.00819733041849,0.547619047619,0.0237214341384,12118PLYSTUPPER,325520,,"['DICHLOROMETHANE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
90,ALLIED AVIATION SERVICE CO OF NEW YORK INC,77,0.798701298701,0.0110129394919,0.544378698225,0.14107945202,11371GDNVTLAGUA,424710,ALLIED AVIATION HOLDING CO,"['1,2,4-TRIMETHYLBENZENE', 'BENZENE', 'ETHYLBENZENE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
91,DUNKIRK SPECIALTY STEEL LLC,76,0.427719298246,0.0229048133981,0.550898203593,0.010646878565,14048DNKRK88HOW,331221,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,"['CHROMIUM', 'COPPER', 'HYDROGEN FLUORIDE', 'MANGANESE', 'NICKEL', 'NITRIC ACID']",4
92,RAYMOND CORP,75,0.853333333333,0.00846759799361,0.534107402032,0.00661439359215,13778THRYMWHEEL,333924,THE RAYMOND CORP,"['LEAD', 'MANGANESE']",4
93,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,75,0.820540540541,0.0105325998328,0.542772861357,0.139688723401,11547MBLLGSHORE,424710,GLOBAL COS LLC,"['BENZENE', 'ETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
94,ARCH CHEMICALS INC,75,0.391711711712,0.0179405455962,0.550898203593,0.0126268736862,14611LNCRP100MC,325199,LONZA,"['3-IODO-2-PROPYNYL BUTYLCARBAMATE', 'CHLORINE', 'METHANOL', 'NITRIC ACID', 'PYRIDINE', 'ZINC COMPOUNDS']",0
95,APEX TOOL GROUP LLC - CORTLAND NY OPERATION,75,0.853333333333,0.0084675979936,0.534107402032,0.00661439359215,13045BRWRT45CLE,332111,APEX TOOL GROUP LLC,"['LEAD', 'MANGANESE']",4
96,HUNTLEY GENERATING STATION,75,0.650810810811,0.0123538266126,0.538799414348,0.0177042437382,14150CRHNT3500R,221112,NRG ENERGY INC,"['BARIUM COMPOUNDS', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'HYDROGEN FLUORIDE', 'LEAD COMPOUNDS', 'MERCURY COMPOUNDS']",0
97,AMRI RENSSELAER INC,72,0.741392801252,0.00913401582551,0.549253731343,0.0389368590317,12144STRLN33RIV,325412,,"['METHANOL', 'N,N-DIMETHYLFORMAMIDE', 'N-METHYL-2-PYRROLIDONE', 'TOLUENE']",1
98,NUCOR STEEL AUBURN INC,72,0.62441314554,0.016179865793,0.541176470588,0.0161206208413,13021BRNSTQUARR,331110,NUCOR CORP,"['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'COPPER COMPOUNDS', 'LEAD COMPOUNDS', 'MANGANESE COMPOUNDS', 'MERCURY COMPOUNDS', 'NICKEL COMPOUNDS', 'ZINC COMPOUNDS']",0
99,CHEMPRENE INC,72,0.674100156495,0.0138904306026,0.549253731343,0.0310052408633,12508WTCCH570FI,326220,AMMERAAL BELTECH,"['DI(2-ETHYLHEXYL) PHTHALATE', 'TOLUENE', 'ZINC COMPOUNDS']",1
100,INDIUM CORP OF AMERICA,71,0.918712273642,0.0116297991864,0.531024531025,0.00569654562593,13502THNDM1676L,325998,INDIUM CORP OF AMERICA,"['LEAD', 'SILVER']",4
101,INDIUM CORP OF AMERICA,71,0.918712273642,0.0116297991864,0.531024531025,0.00569654562593,1350WNDMCR111BU,332999,INDIUM CORP OF AMERICA,"['LEAD', 'SILVER']",4
102,INDIUM CORP OF AMERICA,71,0.918712273642,0.0116297991864,0.531024531025,0.00569654562593,13323NDMCR23ROB,332999,INDIUM CORP OF AMERICA,"['LEAD', 'SILVER']",4
103,GRIFFITH ENERGY - PLATTSBURGH,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,12901GRFFT4736R,424710,SUPERIOR PLUS ENERGY SERVICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
104,KING ROAD MATERIALS CORDELL ROAD FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,12303KNGRD145CO,324121,OLDCASTLE INC,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
105,METAULLICS SYSTEMS A DIV OF PYROTEK-INC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1413WMTLLC24CRY,335991,PYROTEK INC,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
106,BOWLINE POINT GENERATING STATION,70,1.0,0.00636795772692,0.524964336662,0.033556330231,10993BWLNPSAMSO,221112,NRG ENERGY INC,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
107,DOLOMITE PRODUCTS INC PENFIELD FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1452WPNFLD746WH,212312,OLDCASTLE MATERIALS INC,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
108,FLUSHING ASPHALT LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,11354FLSHN12131,324121,,['POLYCYCLIC AROMATIC COMPOUNDS'],3
109,FIBERMARK NA INC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13367BSCSC5592B,322299,FIBERMARK N.A. INC,['POLYCYCLIC AROMATIC COMPOUNDS'],3
110,FIBERMARK NA INC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13615FBRMRBRIDG,322121,FIBERMARK N.A. INC,['POLYCYCLIC AROMATIC COMPOUNDS'],3
111,DOLOMITE PRODUCTS INC GATES FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1462WGTSFC185BU,212312,OLDCASTLE MATERIALS INC,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
112,GRIFFITH ENERGY - ALBION,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,14411GRFFT3819A,424710,SUPERIOR PLUS ENERGY SERVICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
113,KENNEDY VALVE,70,0.648447204969,0.0148216411368,0.538011695906,0.0137323668635,14901KNNDY1021E,331511,MCWANE INC,"['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'COPPER COMPOUNDS', 'LEAD COMPOUNDS', 'MANGANESE COMPOUNDS', 'NICKEL COMPOUNDS', 'ZINC COMPOUNDS']",0
114,JAMESVILLE MIX PLANT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,13078JMSVL48SLV,324121,BARRETT INDUSTRIES CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
115,STRATHMORE PRODUCTS INC,70,0.812836438923,0.00782332826139,0.538799414348,0.0621282984941,13088STRTHBURRD,325510,,"['N-BUTYL ALCOHOL', 'TOLUENE', 'XYLENE (MIXED ISOMERS)', 'ZINC (FUME OR DUST)']",1
116,SUIT-KOTE JAMESTOWN,70,1.0,0.00636795772692,0.524964336662,0.033556330231,14701STKTC57LIS,324121,SUIT-KOTE CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
117,GRIFFITH ENERGY - WAYLAND,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,14572GRFFT119MA,424710,SUPERIOR PLUS ENERGY SERVICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
118,NATIONAL GRID EF BARRETT POWER STATION,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,11558FBRRTMCCAR,221112,NATIONAL GRID USA,['POLYCYCLIC AROMATIC COMPOUNDS'],3
119,CENTRAL ASPHALT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,14891CNTRL20FAI,324121,SUIT-KOTE CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
120,GRIFFITH ENERGY - PORT HENRY,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,1297WGRFFT24DCK,424710,SUPERIOR PLUS ENERGU SERVICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
121,DOLOMITE PRODUCTS INC MANCHESTER FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1443WMNCHS1719L,212312,OLDCASTLE MATERIALS INC,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
122,CORTLAND ASPHALT PRODUCTS,70,1.0,0.00636795772692,0.524964336662,0.033556330231,13045CRTLN1911L,324121,SUIT-KOTE CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
123,LITCHFIELD MIX PLANT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1349WLTCHF363RA,324121,BARRETT INDUSTRIES CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
124,GRIFFITH ENERGY - OLEAN,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,14760GRFFT1650E,424710,SUPERIOR PLUS ENERGY SERVICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
125,POLKVILLE CRUSHED STONE/SUIT-KOTE TERMINAL,70,1.0,0.00636795772692,0.524964336662,0.033556330231,13101PLKVLRT11R,324121,SUIT-KOTE CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
126,RCA ASPHALT LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,10550RCSPH7EDIS,324121,,['POLYCYCLIC AROMATIC COMPOUNDS'],3
127,DOLOMITE PRODUCTS INCWALWORTH FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1456WWLWRT12ATL,212312,OLDCASTLE MATERIALS INC,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
128,CALLANAN INDUSTRIES INC SOUTH BETHLEHEM FACILITY,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,1216WCLLNN1SUTH,324121,OLDCASTLE INC,['POLYCYCLIC AROMATIC COMPOUNDS'],3
129,CANAL ASPHALT INC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,10550CNLSP800CA,324121,,['POLYCYCLIC AROMATIC COMPOUNDS'],3
130,BAYSWATER PEAKING FACILITY LL C,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,11691BYSWT1425B,221112,NEXTERA ENERGY INC,['POLYCYCLIC AROMATIC COMPOUNDS'],3
131,NORWOOD MIX PLANT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1366WNRWDM7971S,324121,BARRETT INDUSTRIES CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
132,GRIFFITH ENERGY - LOWVILLE,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13367GRFFT77FRE,424710,SUPERIOR PLUS ENERGY SERCICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
133,GRIFFITH ENERGY - POTSDAM,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13676GRFFT7554U,424710,SUPERIOR PLUS ENERGU SERVICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
134,MIDLAND ASPHALT MATERIALS INC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1415WMDLND64YUN,324121,BARRETT INDUSTRIES CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
135,MIDLAND ASPHALT MATERIALS INC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1448WMDLND3CLER,324121,BARRETT INDUSTRIES CORP,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
136,GRIFFITH ENERGY - PEARL CREEK,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,14591GRFFT583PA,424710,SUPERIOR PLUS ENERGY SERVICES INC.,['POLYCYCLIC AROMATIC COMPOUNDS'],3
137,NORTH COUNTRY DAIRY LLC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,12967KRFTNWILLI,311511,UPSTATE NIAGARA COOPERATIVE INC.,"['BENZO(G,H,I)PERYLENE', 'POLYCYCLIC AROMATIC COMPOUNDS']",3
138,HP HOOD LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13656CRWLYTHERE,311513,HP HOOD LLC,['POLYCYCLIC AROMATIC COMPOUNDS'],3
139,CRUCIBLE INDUSTRIES LLC,69,0.449701619778,0.0208382218058,0.543574593796,0.0080415669091,13209CRCBLSTATE,331110,CRUCIBLE INDUSTRIES LLC,"['CHROMIUM', 'COBALT', 'COPPER', 'MANGANESE', 'NICKEL', 'NITRIC ACID']",4
140,AMETEK POWER INSTRUMENTS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14605MTKPW255NU,334513,AMETEK INC,['LEAD'],4
141,AMETEK ROTRON,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12498GGRTR7HASB,333413,AMETEK INC,['LEAD'],4
142,M S KENNEDY CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13088DLXCH4707D,334418,ANAREN INC,['LEAD'],4
143,OMEGA WIRE INC- PLANT 1,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13316CMDNW12MAS,331420,OMEGA WIRE INC,['LEAD'],4
144,AMERICAN PRECISION INDUSTRIES DELEVAN DIV,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14052MRCNP270QU,334416,DANAHER CORP,['LEAD'],4
145,PARKER HANNIFIN CORP FLUID SYSTEMS DIV,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11787GLLLC300MA,336413,PARKER HANNIFIN CORP,['LEAD'],4
146,IEH CORP,68,1.0,0.00499638117176,0.528735632184,0.00567618012895,11220HCRPX1458T,334417,,['LEAD'],4
147,KIMBLE CHASE LIFE SCIENCE & RESEARCH PRODUCTS LLC,68,1.0,0.00566376216968,0.528735632184,0.00610085009503,14616FSHRS140BE,327215,GERRESHEIMER GLASS INC,"['LEAD', 'MERCURY']",4
148,TRW AUTOMOTIVE AUBURN,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13021WCKSM1WICK,336320,TRW AUTOMOTIVE INC.,['LEAD'],4
149,CALLANAN INDUSTRIES INC ORISKANY FACILITY,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13424CLLNN8473S,327320,OLDCASTLE INC,['LEAD'],4
150,ASTEELFLASH US EAST CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13827HRVRD941RT,334418,ASTEELFLASH GROUP,['LEAD'],4
151,IMERYS FUSED MINERALS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14302TRBCH2CLLE,327910,,['LEAD'],4
152,POTTERS INDUSTRIES LLC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13676PTTRSREYNL,327215,CARLYLE GROUP,['LEAD'],4
153,PPC A BELDEN CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13057THNWR6176E,333519,BELDEN INC,['LEAD'],4
154,MOOG INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14052MGNC SENEC,332912,MOOG INC,['LEAD'],4
155,DIELECTRIC LABORATORIES INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13035DLCTRRTE20,334416,KNOWLES ELECTRONICS HOLDINGS INC.,['LEAD'],4
156,CET - TONAWANDA SITE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14240CHVRLRIVER,336350,GENERAL MOTORS LLC,['LEAD'],4
157,SANBORN PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1413WSNBRN2186C,327320,UNITED MATERIALS LLC,['LEAD'],4
158,ICM CONTROLS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13212CMCNT7313W,335314,INTERNATIONAL CONTROLS & MEASUREMENTS CORP,['LEAD'],4
159,DUNKIRK STEAM STATION,68,0.730904302019,0.00992665526256,0.533333333333,0.014999463244,14048NGRMH106PO,221112,NRG ENERGY INC,"['BARIUM COMPOUNDS', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'LEAD COMPOUNDS', 'MERCURY COMPOUNDS']",0
160,BAE SYSTEMS CONTROLS INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1376WBSYST198CL,334418,BAE SYSTEMS INC,['LEAD'],4
161,U S CHROME CORP OF NE W YORK,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14020SCHRM31SWA,332813,US CHROME CORP,['LEAD'],4
162,JEFFERSON ROAD OPERATIONS CENTER,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1462WJFFRS135JE,334290,HARRIS CORP,['LEAD'],4
163,ENDICOTT RESEARCH GROUP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13760NDCTT2601W,334419,,['LEAD'],4
164,API TECHNOLOGIES CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14450SNDCC72PER,334412,API TECHNOLOGIES,['LEAD'],4
165,NORTH HUDSON WOODCRAFT CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13329NRTHH152NH,321999,,['LEAD'],4
166,EXELIS GEOSPATIAL SYSTEMS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1460WXLSGS8LEER,333314,,['LEAD'],4
167,MPL INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14850MPLNC41DUT,334418,,['LEAD'],4
168,CLEMENTE LATHAM PORT OF ALBANY PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12202CLMNT85SPE,327320,OLDCASTLE INC,['LEAD'],4
169,MANITOU CONCRETE- DOLOMITE PRODUCTS CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1462WMNTCN126JE,327320,OLDCASTLE MATERIALS INC,['LEAD'],4
170,SPELLMAN HIGH VOLTAGE ELECTRON ICS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11788SPLLM475WI,334513,,['LEAD'],4
171,AMETEK AEROSPACE & DEFENSE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13905MTKRS33LEW,336413,AMETEK INC,['LEAD'],4
172,SILGAN CONTAINERS MANUFACTURING CORP,68,0.676470588235,0.010994140901,0.545185185185,0.0580904411135,14489FNGRLCOLER,332431,SILGAN HOLDINGS INC,"['1,2,4-TRIMETHYLBENZENE', 'CERTAIN GLYCOL ETHERS', 'N-BUTYL ALCOHOL', 'XYLENE (MIXED ISOMERS)']",1
173,CLEMENTE LATHAM LATHAM PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12047CLMNT911FN,327320,OLDCASTLE INC,['LEAD'],4
174,CHAPIN INTERNATIONAL,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14020CHPN 700EL,332999,,['LEAD'],4
175,FRONTIER HOT DIP GALVANIZING INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14207FRNTR1740E,332812,,['LEAD'],4
176,PRESTOLITE ELECTRIC INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14009PRSTL400WE,336320,BROAD OCEAN MOTOR,['LEAD'],4
177,OLDCASTLE PRECAST INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12161LDCST123CU,327390,OLDCASTLE INC,['LEAD'],4
