,Facility,Degrees,Clustering Coefficient,Betweeness,Closeness,Eigenvector,primary_naics,parent_company_name
290,SAINT-GOBAIN PERFORMANCE PLASTICS,58,0.925589836661,0.00706279825601,0.529496402878,0.0298450864916,326199,SAINT-GOBAIN CORP
183,"ASTRO ELECTROPLATING,INC",58,0.588626739262,0.0117078754646,0.525714285714,0.00883111115268,332813,
7,SAES SMART MATERIALS INC,58,0.502722323049,0.0123771073925,0.536443148688,0.00687682266368,331410,SAES GETTERS SPA ITALY
54,AMPHENOL CORP,58,0.588626739262,0.0118601065143,0.525714285714,0.00885358494886,334417,AMPHENOL CORP
341,REPUBLIC STEEL -  LACKAWANNA,57,0.848997493734,0.00817963275109,0.484848484848,0.00881391114316,331110,REPUBLIC STEEL
273,PRECIOUS PLATE INC,56,0.879220779221,0.00732217402168,0.525714285714,0.00966467619304,332813,PRECIOUS PLATE INC
329,BASF PEEKSKILL PIGMENT FACILITY,56,0.573376623377,0.0114766323583,0.524216524217,0.00595087761899,325130,BASF CORP
71,GOTHAM INK CORP,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,325910,COVAR CORP
260,CAMERON COMPRESSION SYSTEMS,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,333912,CAMERON INTERNATIONAL CORP
105,FRIESLAND CAMPINA,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,311514,
214,DUNMORE CORP,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,326113,DUNMORE CORP
70,IIMAK,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,339940,
205,WESTERN NEW YORK ENERGY LLC,54,0.660377358491,0.00743723430025,0.528735632184,0.0312398785747,325193,
279,CONTINENTAL BUCHANAN LLC,53,0.94412191582,0.00595936588255,0.483574244415,0.00976316993929,327420,CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC
358,OWENS CORNING,53,0.93976777939,0.0060277405865,0.482306684142,0.00847366921318,327993,OWENS CORNING
228,GE MDS LLC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,334220,GENERAL ELECTRIC CO (GE CO)
235,BONSAL AMERICAN INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,327999,OLDCASTLE INC
108,GOLDEN ARTIST COLORS INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,339940,
368,GW LISK CO INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,332999,
364,LOCKHEED MARTIN CORP,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,334511,LOCKHEED MARTIN CORP
163,PVS CHEMICAL SOLUTIONS,51,0.697254901961,0.0078139717119,0.516129032258,0.00835472795845,325180,PVS CHEMICALS INC
202,ANSEN CORP,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,334418,
274,L D MCCAULEY LLC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,332999,
150,AMERICAN TECHNICAL CERAMICS,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,334416,KYOCERA INTERNATIONAL INC
43,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 35,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,327213,OWENS-ILLINOIS INC
201,O W HUBBELL & SONS GALVANI ZING,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,332812,HUBBELL HOLDING CORP
217,ARDAGH GLASS INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,327213,ARDAGH GROUP
132,AIR TECHNIQUES INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,339114,
96,VARFLEX CORP,50,0.928163265306,0.00356309783411,0.519774011299,0.0296329617366,335999,
284,CCI ROSETON LLC,49,0.666666666667,0.00478642028974,0.521985815603,0.0242365540952,221112,CASTLETON COMMODITIES INTERNATIONAL LLC
168,QUBICAAMF BOWLING PRODUCTS,48,1.0,0.00247525126974,0.518309859155,0.0289878641839,321999,QUBICAAMF BOWLING INC
101,RICHARD M FLYNN POWER PLANT,44,0.913319238901,0.00468703995173,0.49864498645,0.0641159736172,221112,NEW YORK POWER AUTHORITY
64,GENERAL SUPER PLATING CO,43,0.617940199336,0.0109632069551,0.518309859155,0.00465471578991,332813,
332,DIE MOLDING CORP,43,0.745293466224,0.00734157953166,0.520509193777,0.00689451945522,326199,NIAGARA PISTON
25,ALLIED NEW YORK SERVICES  INC,43,0.93023255814,0.00304623110795,0.514685314685,0.0434552425833,424710,ALLIED AVIATION HOLDING CO
300,BALL METAL BEVERAGE CONTAINER CORP,41,0.487804878049,0.0098278109862,0.525714285714,0.0129324294149,332431,BALL CORP
62,AMES GOLDSMITH CORP,41,0.580487804878,0.0130604100261,0.522727272727,0.00408136084248,331492,AMES GOLDSMITH CORP
256,ELECTRONIC DEVICES INC,41,0.69512195122,0.00812034173173,0.513249651325,0.00470913100151,334413,ELECTRONIC DEVICES INC
27,OERLIKON METCO,40,0.716666666667,0.0104588035671,0.517580872011,0.00660629566672,332117,SULZER US INDUSTRIES HOLDING INC
298,CHEMTRADE SOLUTIONS - SYRACUSE,40,0.835897435897,0.00582999267187,0.507586206897,0.005787164758,325180,CHEMTRADE SOLUTIONS LLC
369,METAL CONTAINER CORP - NEWBURGH CAN PLANT,40,0.573076923077,0.0086464146435,0.520509193777,0.0112232159451,332431,ANHEUSER-BUSCH INBEV
241,EATON CORP,39,0.730094466937,0.00907861032648,0.516853932584,0.00588457837094,334419,EATON CORP
353,FIRTH RIXSON INC,39,0.730094466937,0.00962991123337,0.516853932584,0.0060158042311,332112,FIRTH RIXSON LTD
131,SAINT GOBAIN INDUSTRIAL CERAMIC INC,38,0.658605974395,0.00783104152358,0.520509193777,0.00362972519967,327999,SAINT-GOBAIN CORP
243,TECT UTICA,38,0.762446657183,0.00678639661184,0.511111111111,0.00397460811951,336412,UC ACQUISITIONS INC
320,SAINT-GOBAIN ADVANCED CERAMICS -STRUCTURAL CERAMICS,38,0.762446657183,0.00678639661184,0.511111111111,0.00397460811951,327120,SAINT-GOBAIN CORP
293,SPECIAL METALS CORP,37,0.612612612613,0.00872556034193,0.51904090268,0.00582537956248,331491,PRECISION CASTPARTS CORP
294,SPECIAL METALS CORP,37,0.612612612613,0.00872556034193,0.51904090268,0.00582537956248,332112,PRECISION CASTPARTS CORP
29,SUGAR KAKE COOKIE INC,35,1.0,0.00408070102523,0.5,0.00444404738024,311821,RALCORP HOLDINGS INC
343,CAITHNESS LONG ISLAND ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,221112,CAITHNESS LONG ISLAND
306,INDECK-CORINTH ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,221112,INDECK ENERGY
22,BORGWARNER MORSE TEC CORP,35,1.0,0.00408070102523,0.5,0.00444404738024,336350,BORGWARNER INC
304,INDECK-OLEAN ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,221112,INDECK ENERGY
6,RENOLD INC,35,1.0,0.00408070102523,0.5,0.00444404738024,333613,RENOLD PLC
50,BROOKLYN NAVY YARD COGENERATION FACILITY,35,1.0,0.00408070102523,0.5,0.00444404738024,221112,EIF BNY LLC
0,ROCHESTER STEEL TREATING WORKS  INC,35,1.0,0.00408070102523,0.5,0.00444404738024,332811,
112,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,221112,PUBLIC SERVICE ENTERPRISE GROUP
258,SAINT GOBAIN CORP ADVA NCED CERAMICS,35,1.0,0.00408070102523,0.5,0.00444404738024,325180,SAINT-GOBAIN CORP
233,GLENWOOD LANDING ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,221112,NATIONAL GRID USA
127,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,35,1.0,0.00408070102523,0.5,0.00444404738024,221112,NEW YORK POWER AUTHORITY
244,DANISCO USA,35,1.0,0.00408070102523,0.5,0.00444404738024,311999,E I DU PONT DE NEMOURS & CO
134,SURPASS CHEMICAL CO INC,35,1.0,0.00408070102523,0.5,0.00444404738024,325998,SURPASS CHEMICAL CO INC
109,OLIN CORP,34,0.802139037433,0.00594564287556,0.504109589041,0.00594185528891,325180,OLIN CORP
167,EVONIK INDUSTRIES,34,0.802139037433,0.00594564287556,0.504109589041,0.00594185528891,325180,EVONIK INDUSTRIES
323,UOP TONAWANDA,34,0.812834224599,0.00627252934064,0.513249651325,0.00482943693604,332117,HONEYWELL INTERNATIONAL INC
126,FRAZIER INDUSTRIAL CO,33,1.0,0.00184381542287,0.490666666667,0.0225708268524,337215,FRAZIER INDUSTRIAL CO
363,FRED M SCHILDWACHTER & SONS INC,33,1.0,0.00184381542287,0.490666666667,0.0225708268524,424710,
220,SAFETY-KLEEN SYSTEMS (218701),33,0.664772727273,0.0084915787457,0.511821974965,0.00883819549087,562112,CLEAN HARBORS INC
326,OCCIDENTAL CHEMICAL CORP NIAGARA PLANT,31,0.610752688172,0.00962441571532,0.514685314685,0.00652782675229,325180,OCCIDENTAL CHEMICAL HOLDING CORP
124,KNOWLTON TECHNOLOGIES LLC,31,0.731182795699,0.0073018640746,0.511821974965,0.0110983268553,322121,KNOWLTON TECHNOLOGIES LLC
317,US DOD DFSP VERONA,31,1.0,0.00150768950252,0.504109589041,0.0226430610803,424710,US DEPARTMENT OF DEFENSE
95,QUAD/GRAPHICS INC,30,0.535632183908,0.00986901182384,0.506189821183,0.00663342184569,323111,QUAD/GRAPHICS INC
182,ISLECHEM LLC,30,0.777011494253,0.00448942395126,0.512534818942,0.0102753840995,325199,
255,FRIENDSHIP DAIRIES LLC,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,311511,SAPUTO DAIRY FOODS USA LLC
335,TRIPLE CITIES METAL FINISHING CORP,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,332813,
302,THATCHER CO OF NEW YORK,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,325180,THATCHER CO
63,UNIVAR USA INC - GENEVA BRANCH,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,424690,UNIVAR USA INC
232,LEPRINO FOODS CO,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,311513,LEPRINO FOODS CO
75,AMSTERDAM PRINTING & LITHO,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,323111,
18,CORNING INC - INTEGRATED DIE MANUFACTURING,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,332710,CORNING INC
66,UNITED SILICONE INC,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,333318,ILLINOIS TOOL WORKS INC
17,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,331492,BRUSH ENGINEERED MATERIALS
176,DRESSER-RAND,28,0.783068783069,0.00667852367676,0.49864498645,0.00385100738493,333611,DRESSER RAND
208,FELDMEIER EQUIPMENT INC,28,0.783068783069,0.00667852367676,0.49864498645,0.00385100738493,333241,FELDMEIER EQUIPMENT INC
361,LOSURDO FOODS INC  HEUV,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,311513,LOSURDO FOODS INC
175,DRESSER-RAND,28,0.783068783069,0.00667852367676,0.49864498645,0.00385100738493,333912,DRESSER RAND
359,GRAPHITE METALLIZING CORP,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,335991,GRAPHITE METALLIZING HOLDINGS INC
120,PRATT & WHITNEY - HMI METAL POWDERS,27,0.823361823362,0.00605523716876,0.497970230041,0.00365776549028,331492,UNITED TECHNOLOGIES CORP
36,MILWARD ALLOYS INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,331313,
85,COLONIAL WIRE & CABLE CO,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,332618,
31,HONEYWELL INTERNATIONAL INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,336413,HONEYWELL INTERNATIONAL INC
200,BUFFALO METAL CASTING CO INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,331524,
206,DAWSON METAL CO INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,332322,
265,ANHEUSER-BUSCH LLC,27,0.854700854701,0.00323232972924,0.497297297297,0.00539744710581,312120,ANHEUSER-BUSCH INBEV
285,ELLISON BRONZE INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,332321,
135,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,27,0.854700854701,0.00483208888624,0.508990318119,0.00868013266375,325199,MOMENTIVE SPECIALTY CHEMICALS HOLDINGS LLC
346,GERMANIUM CORP OF AMERICA,26,1.0,0.00314655187088,0.496626180837,0.00380246941159,325998,INDIUM CORP OF AMERICA
271,DUPONT YERKES PLANT,26,0.606153846154,0.00749314455587,0.508990318119,0.00394012857647,326113,E I DU PONT DE NEMOURS & CO
146,XEROX CORP,26,0.498461538462,0.0066512630988,0.504801097394,0.00598639240674,333316,XEROX CORP
221,HOOSIER MAGNETICS INC,26,1.0,0.00314655187088,0.496626180837,0.00380246941159,332811,
60,CPP - SYRACUSE,24,0.891304347826,0.00530717921641,0.495956873315,0.00305018869583,331512,CPP CORP
53,US ARMY WATERVLIET ARSENAL,23,0.857707509881,0.00460982125232,0.444981862152,0.0020494385101,928110,US DEPARTMENT OF DEFENSE
327,FERRONICS INC,23,0.810276679842,0.00463697398637,0.487417218543,0.00324925608575,334419,
61,R H CROWN CO INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,325998,
44,FINGER LAKES CHEMICAL INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,325998,FINGER LAKES CHEMICAL INC
280,TRUESENSE IMAGING INC,23,1.0,0.00268297520463,0.493959731544,0.00395141023801,334413,
325,UNITED BIOCHEMICALS,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,325199,VWR
316,KEDRION MELVILLE INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,325414,
339,BENJAMIN MOORE & CO JOHNSTOWN,22,0.5670995671,0.00735325203072,0.50341997264,0.00500637581943,325510,BERKSHIRE HATHAWAY
86,BLACKSTONE BUSINESS ENTERPRISES INC,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,332322,
190,COOPER POWER SYSTEMS LLC,19,0.894736842105,0.00568532710154,0.484848484848,0.0020409188321,335931,EATON ELECTRIC HOLDINGS LLC
195,KAWASAKI RAIL CAR INC,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,336510,KAWASAKI HEAVY INDUSTRIES
286,XYLEM HEAT TRANSFER,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,332410,FLUID HANDLING LLC
37,TELESCOPE CASUAL FURNITURE INC,18,1.0,0.00213449656875,0.482939632546,0.00333069489389,337122,
250,INTERFACE SOLUTIONS INC,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,339991,SUSQUEHANNA CAPITAL ACQUISITION CO
179,GARLOCK SEALING TECHNOLOGIES,18,1.0,0.00309265241473,0.484210526316,0.00203582593321,339991,ENPRO INDUSTRIES INC
272,NESTLE PURINA PETCARE CO,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,311111,NESTLE PURINA PETCARE CO
123,COMSTAR INTERNATIONAL INC,16,0.708333333333,0.00761278775329,0.495956873315,0.00414075333162,325611,
253,SAINT-GOBAIN ABRASIVES,16,0.808333333333,0.00382015031132,0.500680272109,0.00536759711352,327910,SAINT-GOBAIN CORP
170,VULCRAFT OF NEW YORK INC,15,0.866666666667,0.00817064952282,0.472400513479,0.00286858688033,332312,NUCOR CORP
2,AMERICAN ACRYLIC CORP,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,326130,
263,HAMMER PACKAGING CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,323111,
328,DERRICK CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,333132,DERRICK CORP
266,EMPIRE FIBERGLASS PRODUCTS INC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,326199,
73,SENECA FOODS CORP CAN PLANT,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,332431,SENECA FOODS CORP
226,TAYLOR MADE PRODUCTS LLC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,326199,TAYLOR MADE GROUP LLC
116,BALCHEM CORP,14,0.857142857143,0.00852831625444,0.492637215529,0.00306858656377,311119,BALCHEM CORP
117,UNICELL BODY CO INC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,336112,
222,JAMESTOWN ELECTRO PLATING WORKS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,332813,
84,SAFETY-KLEEN SYSTEMS (211808),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,562112,CLEAN HARBORS INC
169,KEMPER SYSTEM AMERICA INC,13,1.0,0.00348067464123,0.491978609626,0.00306851328865,325510,
74,SAFETY-KLEEN SYSTEMS (202802),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,562112,CLEAN HARBORS INC
240,AMERICAN LAMP RECYCLING LLC,13,1.0,0.00110301618007,0.433962264151,0.00252505758169,423930,
21,JCI JONES CHEMICALS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,424690,JCI JONES CHEMICALS INC
213,GOODYEAR TIRE & RUBBER CO,13,0.769230769231,0.0062977137376,0.49864498645,0.00701163881397,325199,THE GOODYEAR TIRE & RUBBER CO
340,VANCHLOR CO INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,325180,
311,SAFETY-KLEEN SYSTEMS (211801),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,562112,CLEAN HARBORS INC
365,ALLVAC - LOCKPORT PLANT,12,0.909090909091,0.00272429483468,0.41581920904,0.00160630865761,331492,ALLEGHENY TECHNOLOGIES INC
337,REMEE CASTING,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,326199,ROTO SALT
87,SOUTHERN GRAPHIC SYSTEMS LLC,12,1.0,0.00131188126658,0.484210526316,0.00190215452727,323120,SGS INTERNATIONAL
10,ENGINEERED COMPOSITES INC,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,325991,ENGINEERED COMPOSITES INC
291,AN-COR INDUSTRIAL PLASTICS,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,326199,
296,TRIAD TECHNOLOGIES INC,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,326199,
356,NIACET CORP,11,0.909090909091,0.00211531879414,0.493297587131,0.00256132047095,325199,NIACET CORP
155,HARTCHROM INC,10,1.0,0.00172903634904,0.413019079686,0.00104309431851,332813,
35,RHI MONOFRAX LLC,10,1.0,0.00172903634904,0.413019079686,0.00104309431851,327120,RHI AG
130,ULTRALIFE CORP,9,1.0,0.000917681707879,0.408888888889,0.00122927082077,335912,
72,FENNER PRECISION,9,0.583333333333,0.00516231153806,0.489361702128,0.00320910860389,326199,
261,WYETH,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,325412,PFIZER INC
174,CARESTREAM HEALTH INC ISC B-14,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,334517,ONEX CORP
114,UNITHER MANUFACTURING LLC,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,325412,UNITHER US CORP
338,ORTHO-CLINICAL DIAGNOSTICS BUILDING 313,6,0.466666666667,0.0113802739239,0.433962264151,0.00190080576818,339112,JOHNSON & JOHNSON INC
186,UTICA CUTLERY CO,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,332215,
56,API HEAT TRANSFER INC,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,332410,API HEAT TRANSFER INC
156,GASSER & SONS INC,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,332119,
83,SAFETY-KLEEN SYSTEMS INC BUFFALO OIL RECOVERY FACILITY,4,1.0,0.00181156314108,0.427906976744,0.00109242451989,324191,CLEAN HARBORS INC.
313,ABBOTT INDUSTRIES INC,4,1.0,0.00181156314108,0.427906976744,0.00109242451989,332119,
38,HUNTER PANELS LLC,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,326150,CARLISLE COS INC
334,3M CO - TONAWANDA,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,325211,3M CO
39,HUNTER PANELS LLC,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,326150,
366,UMICORE TECHNICAL MATERIALS NA INC,3,1.0,0.00178438917581,0.366899302094,4.81355597895e-05,332618,UMICORE USA INC
110,AMES GOLDSMITH,3,1.0,0.00178438917581,0.366899302094,4.81355597895e-05,331492,
144,PALL CORP,2,1.0,0.0018115942029,0.30313014827,9.35661143688e-06,339999,PALL CORP
115,SOLEPOXY INC,2,0.0,0.000350925066361,0.424942263279,0.00104480962984,325991,SOLEPOXY INC
203,PALL CORP PALL TRINITY MICRO DIV,2,1.0,0.0018115942029,0.30313014827,9.35661143688e-06,332999,PALL CORP
178,CUMMINS INC JAMESTOWN ENGINE PLANT,1,0.0,8.03895643467e-17,0.321116928447,1.40516394448e-05,333618,CUMMINS INC
180,ARKEMA INC,1,0.0,0.0,0.354527938343,0.000510652378311,325199,ARKEMA DELAWARE INC
26,STERIGENICS US LLC - QUEENSBURY NY FACILITY,1,0.0,-3.28818571444e-21,0.330341113106,1.50314817317e-05,561910,STERIGENICS U.S. LLC
128,CONMED CORP,1,0.0,3.87216749733e-17,0.354869816779,0.000151874672788,334510,
